CODIGO_REGIONAL;REGIONAL;CODIGO_CENTRO;CENTRO;INTEGRACION;OFERTA_AMBIENTE;POLITICA_ANTICICLICA;AMPLIACION_COBERTURA;OFERTA_CERRADA;TOTAL_TITULADOS;JOVENES_RURALES;OFERTA_ABIERTA;OFERTA_CERRADA;EVENTO_DE_DIVULGACION_TECNOLOGICA;TOTAL_COMPLEMENTARIA;TOTAL_TITULADA_Y_COMPLEMENTARIA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;0;0;0;0;0;0;0;0;0;0;0;0
