CODIGO_REGIONAL;NOMBRE_REGIONAL;CODIGO_CENTRO;NOMBRE_CENTRO;NIVEL_FORMACION;IDENTIFICADOR_FICHA;IDENTIFICADOR_UNICO_FICHA;NOMBRE_ESTADO_FICHA;CODIGO_PROGRAMA;VERSION_PROGRAMA;NOMBRE_PROGRAMA_FORMACION;DURACION_PROGRAMA;CODIGO_PAIS_CURSO;NOMBRE_PAIS_CURSO;CODIGO_DEPARTAMENTO_CURSO;NOMBRE_DEPARTAMENTO_CURSO;CODIGO_MUNICIPIO_CURSO;NOMBRE_MUNICIPIO_CURSO;CODIGO_PROGRAMA_ESPECIAL;NOMBRE_PROGRAMA_ESPECIAL;CODIGO_CONVENIO;NOMBRE_CONVENIO;APLIACION_COBERTURA;MODALIDAD_FORMACION;NUMERO_CURSOS;Sisben_Nivel_1__Aprend_Masc;Sisben_Nivel_1__Aprend_Fem;Sisben_Nivel_1__Aprend_NoBin;Sisben_Nivel_1__Total_Aprend;Sisben_Nivel_2__Aprend_Masc;Sisben_Nivel_2__Aprend_Fem;Sisben_Nivel_2__Aprend_NoBin;Sisben_Nivel_2__Total_Aprend;Sisben_Nivel_3__Aprend_Masc;Sisben_Nivel_3__Aprend_Fem;Sisben_Nivel_3__Aprend_NoBin;Sisben_Nivel_3__Total_Aprend;Sisben_Nivel_4__Aprend_Masc;Sisben_Nivel_4__Aprend_Fem;Sisben_Nivel_4__Aprend_NoBin;Sisben_Nivel_4__Total_Aprend;Sisben_Nivel_5__Aprend_Masc;Sisben_Nivel_5__Aprend_Fem;Sisben_Nivel_5__Aprend_NoBin;Sisben_Nivel_5__Total_Aprend;Sisben_Nivel_6__Aprend_Masc;Sisben_Nivel_6__Aprend_Fem;Sisben_Nivel_6__Aprend_NoBin;Sisben_Nivel_6__Total_Aprend;No_registra_nivel_Sisben__Aprend_Masc;No_registra_nivel_Sisben__Aprend_Fem;No_registra_nivel_Sisben__Aprend_NoBin;No_registra_nivel_Sisben__Total_Aprend;TOTAL_APRENDICES_MASCULINOS;TOTAL_APRENDICES_FEMENINOS;TOTAL_APRENDICES_NOBINARIO;TOTAL_APRENDICES;TOTAL_HORAS
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906168;12906168;Terminada;93510498;1;CONFECCION DE ROPA HOGAR EN TECNICA DE  PATCHWORK;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;19;0;20;0;20;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2908381;12908381;Terminada;41311386;1;IMPLEMENTACION DE ACCIONES DE FORMACION PROFESIONAL;60;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;0;13;4;10;0;14;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2910661;12910661;Terminada;13530036;1;MANEJO BÁSICO DE HERRAMIENTAS OFIMATICAS I;50;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;12;12;2;0;14;50:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906802;12906802;Terminada;21450168;1;ESTRUCTURA DEL LENGUAJE DE PROGRAMACION C++ (NIVEL I);40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;1001;AMBIENTES VIRTUALES DE APRENDIZAJE;0;;;VIRTUAL;1;1;1;0;2;2;1;0;3;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;54;19;0;73;59;21;0;80;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2911225;12911225;Terminada;12350000;1;ELABORACION DEL PRESUPUESTO PARA EL MANEJO DE LAS FINANZAS PERSONALES;48;57;COLOMBIA;19;CAUCA;130;CAJIBIO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;6;0;8;1;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;13;0;15;5;23;0;28;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906792;12906792;Terminada;21730016;2;METODOLOGIA DE LA PROGRAMACION DE SISTEMAS INFORMATICOS;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;1001;AMBIENTES VIRTUALES DE APRENDIZAJE;0;;;VIRTUAL;1;2;0;0;2;2;1;0;3;1;1;0;2;1;0;0;1;0;0;0;0;0;1;0;1;53;18;0;71;59;21;0;80;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2909445;12909445;Terminada;83240115;1;DOMOTICA E INMOTICA PARA VIVIENDA Y EDIFICIOS;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;21;2;0;23;26;2;0;28;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2913280;12913280;Terminada;93530234;1;PREARMADO DE PIEZAS PARA MARROQUINERIA;48;57;COLOMBIA;19;CAUCA;573;PUERTO TEJADA;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;8;0;8;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;5;0;5;0;21;0;21;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2905552;12905552;Terminada;52660008;1;ELABORACION DE PRODUCTOS ARTESANALES CON RECURSOS NATURALES;96;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;1;0;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;0;14;11;6;0;17;98:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2908310;12908310;Terminada;52430462;1;CONCEPTUALIZACION PARA EL DISEÑO DE COLECCIONES EN CALZADO Y MARROQUINERIA;60;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;16;8;8;0;16;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2905925;12905925;Terminada;12210008;1;REDACCION Y ORTOGRAFIA;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;4;0;25;21;4;0;25;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2909089;12909089;Terminada;83830000;1;MANTENIMIENTO DE MOTORES DE 2 Y 4 TIEMPOS EN EQUIPOS UTILITARIOS;96;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;1;0;26;27;1;0;28;96:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906793;12906793;Terminada;21730016;2;METODOLOGIA DE LA PROGRAMACION DE SISTEMAS INFORMATICOS;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;1001;AMBIENTES VIRTUALES DE APRENDIZAJE;0;;;VIRTUAL;1;1;0;0;1;1;1;0;2;2;0;0;2;0;0;0;0;0;0;0;0;2;0;0;2;50;23;0;73;56;24;0;80;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906795;12906795;Terminada;21730016;2;METODOLOGIA DE LA PROGRAMACION DE SISTEMAS INFORMATICOS;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;1001;AMBIENTES VIRTUALES DE APRENDIZAJE;0;;;VIRTUAL;1;4;0;0;4;3;0;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;47;24;0;71;54;26;0;80;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2910112;12910112;Terminada;52450447;1;MODELAJE  MANUAL DE BOLSOS TIPO PINZA;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;5;0;5;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;9;0;9;0;19;0;19;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2907758;12907758;Terminada;93930020;1;APLICACIÓN DE PINTURA EN MADERA.;60;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;0;15;14;3;0;17;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906800;12906800;Terminada;21450168;1;ESTRUCTURA DEL LENGUAJE DE PROGRAMACION C++ (NIVEL I);40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;1001;AMBIENTES VIRTUALES DE APRENDIZAJE;0;;;VIRTUAL;1;3;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;3;54;19;0;73;60;20;0;80;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2907003;12907003;Terminada;83230029;1;FUNDAMENTOS DE ELECTRICIDAD;60;57;COLOMBIA;19;CAUCA;137;CALDONO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;4;0;0;4;2;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;3;0;0;3;14;2;0;16;24;2;0;26;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2911542;12911542;Terminada;52430133;1;DISEÑO Y CONFECCIÓN DE PRENDAS DE VESTIR;120;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;12;1;12;0;13;120:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2911039;12911039;Terminada;13410017;1;COMPORTAMIENTO EMPRENDEDOR;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;0;17;16;1;0;17;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906801;12906801;Terminada;21450168;1;ESTRUCTURA DEL LENGUAJE DE PROGRAMACION C++ (NIVEL I);40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;1001;AMBIENTES VIRTUALES DE APRENDIZAJE;0;;;VIRTUAL;1;0;1;0;1;3;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;58;16;0;74;63;17;0;80;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2910186;12910186;Terminada;84510020;1;INSPECCIÓN PRE OPERACIONAL DE LA EXCAVADORA;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;11;0;0;11;14;0;0;14;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2905988;12905988;Terminada;83830299;1;MANTENIMIENTO PREVENTIVO DE MOTOCICLETAS Y MOTOCARROS;48;57;COLOMBIA;19;CAUCA;137;CALDONO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;1;0;0;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;13;1;0;14;16;2;0;18;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2909432;12909432;Terminada;93510498;1;CONFECCION DE ROPA HOGAR EN TECNICA DE  PATCHWORK;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;16;1;17;0;18;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906807;12906807;Terminada;21730025;1;CONTROLES Y SEGURIDAD INFORMATICA;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;1001;AMBIENTES VIRTUALES DE APRENDIZAJE;0;;;VIRTUAL;1;4;0;0;4;1;2;0;3;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;45;24;0;69;54;26;0;80;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2909447;12909447;Terminada;12350000;1;ELABORACION DEL PRESUPUESTO PARA EL MANEJO DE LAS FINANZAS PERSONALES;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;16;0;16;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;24;0;24;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2911669;12911669;Terminada;52441511;1;DECORACION EN GLOBOS;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;16;0;18;2;18;0;20;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906808;12906808;Terminada;21730025;1;CONTROLES Y SEGURIDAD INFORMATICA;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;1001;AMBIENTES VIRTUALES DE APRENDIZAJE;0;;;VIRTUAL;1;2;0;0;2;4;1;0;5;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;2;46;24;0;70;55;25;0;80;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2907001;12907001;Terminada;13530036;1;MANEJO BÁSICO DE HERRAMIENTAS OFIMATICAS I;50;57;COLOMBIA;19;CAUCA;392;LA SIERRA;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;6;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;13;0;17;6;20;0;26;50:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906810;12906810;Terminada;21730025;1;CONTROLES Y SEGURIDAD INFORMATICA;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;1001;AMBIENTES VIRTUALES DE APRENDIZAJE;0;;;VIRTUAL;1;1;0;0;1;2;2;0;4;2;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;39;33;0;72;44;36;0;80;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2909434;12909434;Terminada;83240115;1;DOMOTICA E INMOTICA PARA VIVIENDA Y EDIFICIOS;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;4;0;0;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;5;0;21;21;5;0;26;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2909422;12909422;Terminada;93240137;1;TRATAMIENTO PRIMARIO DE RESIDUOS SOLIDOS;60;57;COLOMBIA;19;CAUCA;845;VILLA RICA;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;9;0;9;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;6;1;9;0;10;2;26;0;28;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906836;12906836;Terminada;22810239;1;ALFABETIZACIÓN INFORMÁTICA;70;57;COLOMBIA;19;CAUCA;622;ROSAS;1003;AULA MÓVIL;0;;;PRESENCIAL;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;10;0;16;7;11;0;18;70:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906860;12906860;Terminada;3000035;1;WORD BASICO;40;57;COLOMBIA;19;CAUCA;807;TIMBIO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;10;0;13;3;14;0;17;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2910355;12910355;Terminada;3000035;1;WORD BASICO;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;2;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;3;10;0;13;5;13;0;18;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2908957;12908957;Terminada;83610245;1;LOCALIZACION Y REPLANTEO DE TERRENOS PARA LA CONSTRUCCION;60;57;COLOMBIA;19;CAUCA;392;LA SIERRA;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;4;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;0;15;12;9;0;21;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906076;12906076;Terminada;52450089;1;CONOCIMIENTOS BASICOS DE PATRONAJE, CORTE Y CONFECCIÓN DE FALDA Y BLUSA;60;57;COLOMBIA;19;CAUCA;256;EL TAMBO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;1;7;0;8;1;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;8;4;15;0;19;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2908052;12908052;Terminada;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;80;57;COLOMBIA;19;CAUCA;807;TIMBIO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;9;0;0;9;6;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;18;0;0;18;37;1;0;38;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906975;12906975;Terminada;52450045;1;ELABORACIÓN DE PATRONES BASICOS DE BLUSA, FALDA Y PANTALÓN;60;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;5;0;5;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;19;0;21;2;26;0;28;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2909046;12909046;Terminada;93530232;1;COSTURA DE PIEZAS PARA MARROQUINERIA;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;0;13;4;11;0;15;42:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2911204;12911204;Terminada;83750093;1;SERVICIO TECNICO A EQUIPOS DE REFRIGERACION CON R - 600a;48;57;COLOMBIA;19;CAUCA;573;PUERTO TEJADA;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;16;0;0;16;22;0;0;22;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2909068;12909068;Terminada;4000009;1;FRESADO CONVENCIONAL DE PIEZAS MECANICAS SENCILLAS;80;57;COLOMBIA;19;CAUCA;698;SANTANDER DE QUILICHAO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;14;16;0;0;16;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906805;12906805;Terminada;52450111;1;PATRONAJE Y ESCALADO DE ROPA DEPORTIVA;60;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;15;0;17;2;17;0;19;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2909403;12909403;Terminada;66320008;3;MANEJO INTEGRADO DE PLAGAS EN SALUD PUBLICA;60;57;COLOMBIA;19;CAUCA;698;SANTANDER DE QUILICHAO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;1;0;3;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;0;14;15;4;0;19;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906796;12906796;Terminada;21730016;2;METODOLOGIA DE LA PROGRAMACION DE SISTEMAS INFORMATICOS;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;1001;AMBIENTES VIRTUALES DE APRENDIZAJE;0;;;VIRTUAL;1;3;1;0;4;5;0;0;5;2;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;45;23;0;68;56;24;0;80;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2908396;12908396;Terminada;12110084;1;ANALISIS ORGANIZACIONAL POR PROCESOS;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;13;0;23;11;13;0;24;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2905549;12905549;Terminada;42110153;1;EJERCICIO DERECHOS FUNDAMENTALES EN EL TRABAJO;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;3;0;3;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;13;0;31;20;16;0;36;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2911232;12911232;Terminada;83610007;1;COSTOS Y PRESUPUESTOS PARA CONSTRUCCION;40;57;COLOMBIA;19;CAUCA;807;TIMBIO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;3;3;0;6;6;0;0;6;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;16;3;0;19;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2907159;12907159;Terminada;93510093;2;TRAZO, CORTE Y CONFECCIÓN DE CAMISA MASCULINA;80;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;20;0;22;2;23;0;25;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906812;12906812;Terminada;52450469;1;PATRONAJE DE VESTIDOS DE BAÑO PARA DAMA;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;2;0;4;0;2;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;13;2;18;0;20;48:00:00
