CODIGO_REGIONAL;NOMBRE_REGIONAL;CODIGO_CENTRO;NOMBRE_CENTRO;NIVEL_FORMACION;IDENTIFICADOR_FICHA;IDENTIFICADOR_UNICO_FICHA;NOMBRE_ESTADO_FICHA;CODIGO_PROGRAMA;VERSION_PROGRAMA;NOMBRE_PROGRAMA_FORMACION;DURACION_PROGRAMA;CODIGO_PAIS_CURSO;NOMBRE_PAIS_CURSO;CODIGO_DEPARTAMENTO_CURSO;NOMBRE_DEPARTAMENTO_CURSO;CODIGO_MUNICIPIO_CURSO;NOMBRE_MUNICIPIO_CURSO;CODIGO_PROGRAMA_ESPECIAL;NOMBRE_PROGRAMA_ESPECIAL;CODIGO_CONVENIO;NOMBRE_CONVENIO;APLIACION_COBERTURA;MODALIDAD_FORMACION;NUMERO_CURSOS;Sisben_Nivel_1__Aprend_Masc;Sisben_Nivel_1__Aprend_Fem;Sisben_Nivel_1__Aprend_NoBin;Sisben_Nivel_1__Total_Aprend;Sisben_Nivel_2__Aprend_Masc;Sisben_Nivel_2__Aprend_Fem;Sisben_Nivel_2__Aprend_NoBin;Sisben_Nivel_2__Total_Aprend;Sisben_Nivel_3__Aprend_Masc;Sisben_Nivel_3__Aprend_Fem;Sisben_Nivel_3__Aprend_NoBin;Sisben_Nivel_3__Total_Aprend;Sisben_Nivel_4__Aprend_Masc;Sisben_Nivel_4__Aprend_Fem;Sisben_Nivel_4__Aprend_NoBin;Sisben_Nivel_4__Total_Aprend;Sisben_Nivel_5__Aprend_Masc;Sisben_Nivel_5__Aprend_Fem;Sisben_Nivel_5__Aprend_NoBin;Sisben_Nivel_5__Total_Aprend;Sisben_Nivel_6__Aprend_Masc;Sisben_Nivel_6__Aprend_Fem;Sisben_Nivel_6__Aprend_NoBin;Sisben_Nivel_6__Total_Aprend;No_registra_nivel_Sisben__Aprend_Masc;No_registra_nivel_Sisben__Aprend_Fem;No_registra_nivel_Sisben__Aprend_NoBin;No_registra_nivel_Sisben__Total_Aprend;TOTAL_APRENDICES_MASCULINOS;TOTAL_APRENDICES_FEMENINOS;TOTAL_APRENDICES_NOBINARIO;TOTAL_APRENDICES;TOTAL_HORAS
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2907814;12907814;Terminada;93930000;1;INSTALACION DE HERRAJES DE INTERIORISMO Y SISTEMAS DE ELEVACION;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;8;7;0;15;11;7;0;18;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2971401;12971401;En ejecucion;52440868;1;ELABORACIÓN DE ARTÍCULOS DECORATIVOS Y UTILITARIOS APLICANDO TÉCNICAS DE RELIEVES, GRABADOS Y/O MARMOLADO;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;5;0;5;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;16;0;22;0;22;15:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2960570;12960570;Terminada por fecha;93510037;2;CONFECCIÓN DE PRENDAS DEPORTIVAS;60;57;COLOMBIA;19;CAUCA;473;MORALES;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;5;0;7;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;13;3;19;0;22;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2911052;12911052;Terminada;13410017;1;COMPORTAMIENTO EMPRENDEDOR;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;17;7;0;24;20;7;0;27;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2955530;12955530;Terminada por fecha;66420048;1;FUNDAMENTOS EN ADMINISTRACION DEPORTIVA;40;57;COLOMBIA;19;CAUCA;760;SOTARA (PAISPAMBA);2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;3;3;0;6;2;4;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;15;2;0;17;21;9;0;30;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2959575;12959575;En ejecucion;86110345;1;LEVANTAMIENTO DE MUROS EN MAMPOSTERIA;80;57;COLOMBIA;19;CAUCA;392;LA SIERRA;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;4;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;0;15;12;9;0;21;10:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2944824;12944824;Terminada;83830000;1;MANTENIMIENTO DE MOTORES DE 2 Y 4 TIEMPOS EN EQUIPOS UTILITARIOS;96;57;COLOMBIA;19;CAUCA;548;PIENDAMÓ;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;20;1;0;21;22;1;0;23;96:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2938377;12938377;Terminada;51240078;1;INGLES BASICO - NIVEL 1;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;1013;PROGRAMA DE BILINGUISMO;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;11;0;18;7;11;0;18;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2972416;12972416;Terminada por fecha;52450111;1;PATRONAJE Y ESCALADO DE ROPA DEPORTIVA;60;57;COLOMBIA;19;CAUCA;473;MORALES;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;19;0;19;0;21;0;21;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2932864;12932864;Terminada;2000004;1;MANEJO DE ELEMENTOS Y HERRAMIENTAS MANUALES EN CONDICIONES DE TRABAJO SEGURO;80;57;COLOMBIA;19;CAUCA;698;SANTANDER DE QUILICHAO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;13;0;19;6;13;0;19;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2936063;12936063;Terminada;22670002;1;ESTRUCTURA DE LA INFORMACION DOCUMENTADA  -NTCISO 9001:2015;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;13;0;23;11;13;0;24;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2956470;12956470;Terminada;21730061;1;FUNDAMENTOS DE PROGRAMACIÓN;60;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;3;4;0;7;4;8;0;12;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2917685;12917685;Terminada;13410564;1;MANEJO INTERMEDIO DE LA HERRAMIENTA DE HOJAS DE CALCULO EXCEL;60;57;COLOMBIA;19;CAUCA;392;LA SIERRA;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;5;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;12;0;16;6;18;0;24;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2911649;12911649;Terminada;93520156;1;CORTE MANUAL DE PIEZAS EN CUERO PARA CALZADO Y MARROQUINERIA;48;57;COLOMBIA;19;CAUCA;807;TIMBIO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;1;8;0;9;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0;10;3;18;0;21;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2934106;12934106;Terminada;21450171;1;VARIABLES Y ESTRUCTURAS DE CONTROL EN LA PROGRAMACION ORIENTADA A OBJETOS: JAVA;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;1001;AMBIENTES VIRTUALES DE APRENDIZAJE;0;;;VIRTUAL;1;4;0;0;4;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;53;17;0;70;63;17;0;80;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2911060;12911060;Terminada;21730067;1;INFORMATICA: MICROSOFT WORD, EXCEL E INTERNET;40;57;COLOMBIA;19;CAUCA;473;MORALES;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;13;0;20;7;13;0;20;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2945203;12945203;Terminada por fecha;83830299;1;MANTENIMIENTO PREVENTIVO DE MOTOCICLETAS Y MOTOCARROS;48;57;COLOMBIA;19;CAUCA;110;BUENOS AIRES;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;4;0;0;4;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;7;1;0;8;15;1;0;16;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2945204;12945204;Terminada por fecha;83830299;1;MANTENIMIENTO PREVENTIVO DE MOTOCICLETAS Y MOTOCARROS;48;57;COLOMBIA;19;CAUCA;212;CORINTO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;17;1;0;18;21;1;0;22;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2938420;12938420;En ejecucion;94110009;2;OPERACIÓN Y PROGRAMACIÓN DE FRESADORA CNC BÁSICA;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;15;17;0;0;17;35:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2917616;12917616;Terminada;22810249;1;HERRAMIENTAS AVANZADAS DE HOJA DE CALCULO;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;13;0;20;7;15;0;22;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2917511;12917511;Terminada;13530036;1;MANEJO BÁSICO DE HERRAMIENTAS OFIMATICAS I;50;57;COLOMBIA;19;CAUCA;807;TIMBIO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;7;6;0;13;7;8;0;15;50:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2939656;12939656;Terminada;41310047;2;CORTE Y CONFECCIÓN DE PANTALÓN;60;57;COLOMBIA;19;CAUCA;455;MIRANDA;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;1;4;0;5;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;12;1;19;0;20;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2964637;12964637;En ejecucion;51320067;1;ARMONIA APLICADA A LA GUITARRA FUNCIONAL;80;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;0;15;12;6;0;18;55:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2937820;12937820;Terminada;52450001;1;PATRONAJE ASISTIDO POR COMPUTADOR;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;2;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;3;12;0;15;5;14;0;19;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2954428;12954428;Terminada;86110527;1;CONSTRUCCION DE PAVIMENTO CON PLACA HUELLA PARA VIAS TERCIARIAS 1;48;57;COLOMBIA;19;CAUCA;807;TIMBIO;2135;ATENCION A INSTITUCIONES;8842;ACUERDO NO. 0003 DE 2023  POR EL CUAL SE CREA LA ESTRATEGIA CAMPE-SENA, EL PROGRAMA DE FORMACIÓN ESPECIALIZADA PARA LA ECONOMÍA CAMPESINA - FEEC, EN EL SERVICIO NACIONAL DE APRENDIZAJE;N;PRESENCIAL;1;1;6;0;7;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;6;5;10;0;15;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2975138;12975138;En ejecucion;83420234;1;SOLDADURA CON PROCESO SMAW EN UNIONES 1F Y 2F;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;4;1;0;5;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;9;3;0;12;14;5;0;19;6:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2911057;12911057;Terminada;93510480;1;CONFECCION DE ROPA INTERIOR FEMENINA;100;57;COLOMBIA;19;CAUCA;142;CALOTO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;5;0;5;0;2;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;3;0;3;0;15;0;15;0;26;0;26;100:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2919984;12919984;Terminada;83810373;1;DIAGNOSTICO DE MOTORES DIESEL;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;16;17;0;0;17;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2962315;12962315;Terminada por fecha;21450020;1;MANTENIMIENTO E INSTALACIÓN DE REDES CABLEADAS E INHALÁMBRICAS;60;57;COLOMBIA;19;CAUCA;392;LA SIERRA;1003;AULA MÓVIL;0;;;PRESENCIAL;1;0;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;0;10;3;14;0;17;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2944844;12944844;Terminada;93510509;1;ELABORACION DE MUÑEQUERIA EN TELA;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;3;0;3;0;1;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;24;0;30;0;30;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2933596;12933596;Terminada;3000035;1;WORD BASICO;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;9;0;20;11;9;0;20;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2946250;12946250;Terminada por fecha;13410564;1;MANEJO INTERMEDIO DE LA HERRAMIENTA DE HOJAS DE CALCULO EXCEL;60;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;0;17;8;10;0;18;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2975104;12975104;En ejecucion;83420234;1;SOLDADURA CON PROCESO SMAW EN UNIONES 1F Y 2F;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1;0;23;22;1;0;23;10:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2947034;12947034;Terminada;52450111;1;PATRONAJE Y ESCALADO DE ROPA DEPORTIVA;60;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;27;0;32;5;28;0;33;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2910115;12910115;Terminada;22810239;1;ALFABETIZACIÓN INFORMÁTICA;70;57;COLOMBIA;19;CAUCA;622;ROSAS;1003;AULA MÓVIL;0;;;PRESENCIAL;1;1;1;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;0;17;10;11;0;21;70:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2933471;12933471;Terminada;83710208;1;METROLOGIA DIMENSIONAL APLICADA A MANTENIMIENTO MECANICO;40;57;COLOMBIA;19;CAUCA;698;SANTANDER DE QUILICHAO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;3;0;27;25;3;0;28;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2906151;12906151;Terminada;93510498;1;CONFECCION DE ROPA HOGAR EN TECNICA DE  PATCHWORK;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;3;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;16;0;20;0;20;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2965194;12965194;En ejecucion;21710088;1;BASES DE DATOS GENERALIDADES Y SISTEMAS DE GESTION;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;1001;AMBIENTES VIRTUALES DE APRENDIZAJE;0;;;VIRTUAL;1;2;2;0;4;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;2;37;35;0;72;40;40;0;80;22:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2964588;12964588;En ejecucion;51240078;1;INGLES BASICO - NIVEL 1;48;57;COLOMBIA;19;CAUCA;698;SANTANDER DE QUILICHAO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;6;14;0;20;6;17;0;23;15:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2918013;12918013;Terminada;22510110;1;MANEJO DE 3D STUDIO MAX BÁSICO;60;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;12;11;1;0;12;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2916151;12916151;Terminada;22810239;1;ALFABETIZACIÓN INFORMÁTICA;70;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;3;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;11;4;0;15;15;4;0;19;70:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2940966;12940966;Terminada;93510495;1;ELABORACION DE BATAS Y OVEROLES DE DOTACION HOSPITALARIA;48;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;6;0;6;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;22;0;24;2;32;0;34;48:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2965629;12965629;Terminada por fecha;93520032;1;CONFECCIÓN DE ROPA EXTERIOR - PANTALÓN FEMENINO;60;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;0;16;1;15;0;16;60:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2971060;12971060;En ejecucion;51240078;1;INGLES BASICO - NIVEL 1;48;57;COLOMBIA;19;CAUCA;698;SANTANDER DE QUILICHAO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;10;0;16;6;11;0;17;8:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2922361;12922361;Terminada;52450046;1;ELABORACIÓN DEL PATRONAJE DE ROPA DEPORTIVA;80;57;COLOMBIA;19;CAUCA;137;CALDONO;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;10;0;10;0;3;0;3;0;2;0;2;0;0;0;0;0;0;0;0;0;3;0;3;0;12;0;12;0;30;0;30;80:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2954503;12954503;Terminada;22620491;1;REENTRENAMIENTO EN TRABAJO EN ALTURAS PARA TRABAJADOR AUTORIZADO;16;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;2;0;0;2;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;2;0;6;10;2;0;12;16:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2972402;12972402;Terminada por fecha;22620489;1;TRABAJADOR AUTORIZADO PARA TRABAJO EN ALTURAS;32;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;0;14;15;1;0;16;32:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2911059;12911059;Terminada;52441511;1;DECORACION EN GLOBOS;40;57;COLOMBIA;19;CAUCA;473;MORALES;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;6;0;6;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;21;0;23;2;28;0;30;40:00:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;CURSO ESPECIAL;2957970;12957970;Terminada por fecha;3000035;1;WORD BASICO;40;57;COLOMBIA;19;CAUCA;1;POPAYÁN;2135;ATENCION A INSTITUCIONES;0;;;PRESENCIAL;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;11;0;19;8;11;0;19;40:00:00
