CODIGO_REGIONAL;REGIONAL;CODIGO_CENTRO;CENTRO;FICHA_CARACTERIZACION;FECHA_INICIAL;FECHA_FINAL;ESTADO_FICHA;CODIGO_PROGRAMA;VERSION;PROGRAMA_FORMACION;NIVEL_DE_FORMACION;APRENDICES_MATRICULADOS;APRENDICES_CERTIFICADOS;APRENDICES_SIN_CERTIFICADOS;APRENDICES_SIN_JUICIO;APRENDICES_NO_APROBADOS;CODIGO_CONVENIO;NOMBRE_CONVENIO;AMPLIACION_DE_COBERTURA(S/N);CODIGO_PROGRAMA_ESPECIAL;PROGRAMA_ESPECIAL
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708957;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233103;1;CONTROL DE LA SEGURIDAD DIGITAL.;TÉCNICO;29;0;0;29;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2703134;2023-02-20 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;TÉCNICO;26;0;0;26;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2703135;2023-02-20 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;TÉCNICO;29;0;0;29;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708959;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233103;1;CONTROL DE LA SEGURIDAD DIGITAL.;TÉCNICO;30;0;0;30;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708738;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;228122;1;PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE;TÉCNICO;19;0;0;19;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2729250;2023-03-14 00:00:00.0;2025-06-13 00:00:00.0;En ejecucion;821203;1;IMPLEMENTACION DE REDES Y SERVICIOS DE TELECOMUNICACIONES;TECNÓLOGO;22;0;0;22;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2703136;2023-02-20 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;137136;1;INTEGRACION DE OPERACIONES LOGISTICAS;TÉCNICO;30;0;0;30;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708953;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233103;1;CONTROL DE LA SEGURIDAD DIGITAL.;TÉCNICO;35;0;0;35;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2703130;2023-02-20 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;222239;1;CONSERVACION DE RECURSOS NATURALES;TÉCNICO;24;0;0;24;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2702292;2023-02-20 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;832202;2;INSTALACION DE SISTEMAS ELECTRICOS RESIDENCIALES Y COMERCIALES;TÉCNICO;25;0;0;25;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2703131;2023-02-20 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;222321;1;PROMOTORIA EN MANEJO AMBIENTAL;TÉCNICO;36;0;0;36;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2703074;2023-02-20 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;25;0;0;25;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708735;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;228122;1;PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE;TÉCNICO;21;0;0;21;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708739;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;228122;1;PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE;TÉCNICO;18;0;0;18;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708712;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;228122;1;PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE;TÉCNICO;29;0;0;29;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2702315;2023-02-20 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;32;0;0;32;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2729248;2023-03-15 00:00:00.0;2025-06-14 00:00:00.0;En ejecucion;228108;1;DESARROLLO DE VIDEOJUEGOS Y ENTORNOS INTERACTIVOS;TECNÓLOGO;17;0;0;16;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2702393;2023-02-20 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;26;0;0;26;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2703075;2023-02-20 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;34;0;0;34;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2703077;2023-02-20 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;24;0;0;24;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2703081;2023-02-20 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;222239;1;CONSERVACION DE RECURSOS NATURALES;TÉCNICO;30;0;0;30;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2703082;2023-02-20 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;222239;1;CONSERVACION DE RECURSOS NATURALES;TÉCNICO;30;0;0;30;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2692648;2022-12-13 00:00:00.0;2024-03-12 00:00:00.0;Terminada por fecha;664210;1;EJECUCION DE PROGRAMAS DEPORTIVOS;TÉCNICO;25;0;0;25;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2691491;2022-12-05 00:00:00.0;2024-03-04 00:00:00.0;Terminada por fecha;832102;1;ELECTRICISTA INDUSTRIAL;TÉCNICO;26;22;1;3;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2703079;2023-02-20 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;31;0;0;31;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2702394;2023-02-20 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;27;0;0;27;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2702365;2023-02-20 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;30;0;0;30;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2692138;2022-12-13 00:00:00.0;2024-05-12 00:00:00.0;En ejecucion;524500;3;PATRONAJE INDUSTRIAL DE PRENDAS DE VESTIR;TÉCNICO;18;0;0;15;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2771498;2023-05-17 00:00:00.0;2024-09-17 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;35;0;0;31;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708950;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;Cancelada;233103;1;CONTROL DE LA SEGURIDAD DIGITAL.;TÉCNICO;0;0;0;0;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2713681;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;48;0;0;48;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708962;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233103;1;CONTROL DE LA SEGURIDAD DIGITAL.;TÉCNICO;31;0;0;31;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708776;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;834401;2;CARPINTERIA METALICA;TÉCNICO;24;0;0;24;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708558;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;TÉCNICO;26;0;0;26;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708555;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;TÉCNICO;27;0;0;27;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708637;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;25;0;0;25;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708762;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;Cancelada;939203;1;EBANISTERIA.;TÉCNICO;0;0;0;0;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708650;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;30;0;0;30;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2763959;2023-05-09 00:00:00.0;2024-08-08 00:00:00.0;En ejecucion;837101;1;MECANICA DE MAQUINARIA INDUSTRIAL;TÉCNICO;29;0;0;29;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708720;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;26;0;0;25;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708775;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;834401;2;CARPINTERIA METALICA;TÉCNICO;21;0;0;21;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708573;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;222239;1;CONSERVACION DE RECURSOS NATURALES;TÉCNICO;22;0;0;22;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708760;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;Cancelada;939203;1;EBANISTERIA.;TÉCNICO;0;0;0;0;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708715;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;22;0;0;22;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708722;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;29;0;0;29;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708759;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;228122;1;PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE;TÉCNICO;26;0;0;25;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708576;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;222239;1;CONSERVACION DE RECURSOS NATURALES;TÉCNICO;23;0;0;23;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2832919;2023-08-28 00:00:00.0;2024-11-27 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;34;0;0;29;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708560;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;TÉCNICO;20;0;0;20;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708643;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;222239;1;CONSERVACION DE RECURSOS NATURALES;TÉCNICO;30;0;0;30;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708632;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;222239;1;CONSERVACION DE RECURSOS NATURALES;TÉCNICO;31;0;0;31;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708773;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;Cancelada;939203;1;EBANISTERIA.;TÉCNICO;0;0;0;0;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708710;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;31;0;0;31;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2763964;2023-05-05 00:00:00.0;2024-08-04 00:00:00.0;En ejecucion;935301;1;FABRICACION INDUSTRIAL DE MARROQUINERIA;TÉCNICO;14;0;0;14;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708554;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;TÉCNICO;36;0;0;36;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708709;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;30;0;0;30;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708556;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;TÉCNICO;26;0;0;26;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2729247;2023-03-15 00:00:00.0;2024-06-14 00:00:00.0;En ejecucion;524704;1;INTEGRACION DE CONTENIDOS DIGITALES.;TÉCNICO;19;0;0;18;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708949;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233103;1;CONTROL DE LA SEGURIDAD DIGITAL.;TÉCNICO;26;0;0;26;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708733;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;228122;1;PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE;TÉCNICO;32;0;0;32;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2729231;2023-03-14 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;939202;1;FABRICACIÓN DE MUEBLES CONTEMPORÁNEOS Y MODULARES;TÉCNICO;17;0;0;17;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708740;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;228122;1;PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE;TÉCNICO;19;0;0;19;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2729243;2023-03-14 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;939202;1;FABRICACIÓN DE MUEBLES CONTEMPORÁNEOS Y MODULARES;TÉCNICO;25;0;0;25;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2846237;2023-09-15 00:00:00.0;2024-12-14 00:00:00.0;En ejecucion;842404;102;TALLA DE GEMAS PARA JOYERIA;TÉCNICO;16;0;0;16;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2836049;2023-09-04 00:00:00.0;2024-12-03 00:00:00.0;En ejecucion;664212;1;EJECUCION DE PROGRAMAS DEPORTIVOS.;TÉCNICO;29;0;0;29;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2788060;2023-06-20 00:00:00.0;2024-09-19 00:00:00.0;En ejecucion;223318;1;PROCESOS DE MANUFACTURA.;TÉCNICO;25;0;0;24;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2806594;2023-07-19 00:00:00.0;2024-10-18 00:00:00.0;En ejecucion;664212;1;EJECUCION DE PROGRAMAS DEPORTIVOS.;TÉCNICO;19;0;0;19;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2892326;2023-11-20 00:00:00.0;2025-02-19 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;22;0;0;22;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2899701;2023-12-04 00:00:00.0;2025-03-03 00:00:00.0;En ejecucion;664212;1;EJECUCION DE PROGRAMAS DEPORTIVOS.;TÉCNICO;21;0;0;18;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708562;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;TÉCNICO;26;0;0;26;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708631;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;222239;1;CONSERVACION DE RECURSOS NATURALES;TÉCNICO;33;0;0;33;0;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708718;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;233101;1;SISTEMAS.;TÉCNICO;21;0;0;21;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2836048;2023-09-04 00:00:00.0;2024-12-03 00:00:00.0;En ejecucion;664212;1;EJECUCION DE PROGRAMAS DEPORTIVOS.;TÉCNICO;25;0;0;25;0;0;;;2135;ATENCION A INSTITUCIONES
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;2708644;2023-02-27 00:00:00.0;2024-12-13 00:00:00.0;En ejecucion;222239;1;CONSERVACION DE RECURSOS NATURALES;TÉCNICO;29;0;0;29;0;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA
