CODIGO_REGIONAL;NOMBRE_REGIONAL;CODIGO_CENTRO;NOMBRE_CENTRO;CODIGO_PAIS_CURSO;NOMBRE_PAIS_CURSO;CODIGO_DEPARTAMENTO_CURSO;NOMBRE_DEPARTAMENTO_CURSO;CODIGO_MUNICIPIO_CURSO;NOMBRE_MUNICIPIO_CURSO;CODIGO_CONVENIO;NOMBRE_CONVENIO;AMPLIACION_COBERTURA;CODIGO_PROGRAMA_ESPECIAL;NOMBRE_PROGRAMA_ESPECIAL;IDENTIFICADOR_FICHA;IDENTIFICADOR_UNICO_FICHA;CODIGO_PROGRAMA;VERSION_PROGRAMA;NOMBRE_PROGRAMA_FORMACION;MODALIDAD_FORMACION;NIVEL_FORMACION;NUMERO_CURSOS;JOVENES_VULNERABLES___Aprendices_Masc_de_17_años_y_menores;JOVENES_VULNERABLES___Aprendices_Fem_de_17_años_y_menores;JOVENES_VULNERABLES___Aprendices_NoBin_de_17_años_y_menores;JOVENES_VULNERABLES___Total_Aprendices_de_17_años_y_menores;JOVENES_VULNERABLES___Aprendices_Masc_de_18_años_y_mayores;JOVENES_VULNERABLES___Aprendices_Fem_de_18_años_y_mayores;JOVENES_VULNERABLES___Aprendices_NoBin_de_18_años_y_mayores;JOVENES_VULNERABLES___Total_Aprendices_de_18_años_y_mayores;GRAN_TOTAL_APRENDICES;TOTAL_HORAS
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;0;;2675895;12675895;124100;1;DESARROLLO PUBLICITARIO;VIRTUAL;TECNÓLOGO;1;0;0;0;0;1;0;0;1;1;588:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;256;EL TAMBO;0;;;2135;ATENCION A INSTITUCIONES;2690981;12690981;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;1;0;0;1;1;0;0;1;2;0:05
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;364;JAMBALO;4;CURSOS FIC;N;0;;2691875;12691875;836114;1;CONSTRUCCIÓN DE EDIFICACIONES;PRESENCIAL;TÉCNICO;1;0;0;0;0;2;0;0;2;2;0:05
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;392;LA SIERRA;4;CURSOS FIC;N;0;;2692139;12692139;836114;1;CONSTRUCCIÓN DE EDIFICACIONES;PRESENCIAL;TÉCNICO;1;0;0;0;0;3;0;0;3;3;0:05
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;392;LA SIERRA;0;;;2135;ATENCION A INSTITUCIONES;2692648;12692648;664210;1;EJECUCION DE PROGRAMAS DEPORTIVOS;PRESENCIAL;TÉCNICO;1;0;0;0;0;1;1;0;2;2;0:05
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;100;BOLÍVAR;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2702200;12702200;233102;1;INSTALACION DE REDES DE COMPUTADORES .;PRESENCIAL;TÉCNICO;1;6;11;0;17;2;0;0;2;19;144:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;807;TIMBIO;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2702201;12702201;233102;1;INSTALACION DE REDES DE COMPUTADORES .;PRESENCIAL;TÉCNICO;1;11;5;0;16;3;0;0;3;19;120:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2702202;12702202;228122;1;PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE;PRESENCIAL;TÉCNICO;1;20;0;0;20;0;0;0;0;20;128:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;532;PATIA (EL BORDO);0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702214;12702214;228122;1;PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE;PRESENCIAL;TÉCNICO;1;3;4;0;7;0;0;0;0;7;120:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;532;PATIA (EL BORDO);0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702215;12702215;228122;1;PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE;PRESENCIAL;TÉCNICO;1;1;2;0;3;0;0;0;0;3;152:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702217;12702217;664209;1;EJECUCION DE EVENTOS DEPORTIVOS Y RECREATIVOS;PRESENCIAL;TÉCNICO;1;10;6;0;16;0;2;0;2;18;144:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;137;CALDONO;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702218;12702218;664209;1;EJECUCION DE EVENTOS DEPORTIVOS Y RECREATIVOS;PRESENCIAL;TÉCNICO;1;2;0;0;2;0;0;0;0;2;128:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2702219;12702219;832102;1;ELECTRICISTA INDUSTRIAL;PRESENCIAL;TÉCNICO;1;15;4;0;19;3;1;0;4;23;144:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2702295;12702295;832333;1;MANTENIMIENTO E INSTALACION DE SISTEMAS SOLARES FOTOVOLTAICOS;PRESENCIAL;TÉCNICO;1;3;3;0;6;1;0;0;1;7;152:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;256;EL TAMBO;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2702297;12702297;839317;1;MANTENIMIENTO Y ENSAMBLE DE EQUIPOS ELECTRONICOS.;PRESENCIAL;TÉCNICO;1;11;4;0;15;1;0;0;1;16;96:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;743;SILVIA;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2702298;12702298;839317;1;MANTENIMIENTO Y ENSAMBLE DE EQUIPOS ELECTRONICOS.;PRESENCIAL;TÉCNICO;1;2;1;0;3;1;0;0;1;4;176:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2702300;12702300;832202;2;INSTALACION DE SISTEMAS ELECTRICOS RESIDENCIALES Y COMERCIALES;PRESENCIAL;TÉCNICO;1;18;0;0;18;1;0;0;1;19;124:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2702303;12702303;936167;1;ALISTAMIENTO Y OPERACIÓN DE MAQUINARIA PARA LA PRODUCCIÓN INDUSTRIAL;PRESENCIAL;TÉCNICO;1;1;0;0;1;0;0;0;0;1;193:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702306;12702306;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;2;3;0;5;1;1;0;2;7;112:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;318;GUAPI;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702307;12702307;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;0;2;0;2;0;0;0;0;2;88:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;824;TOTORO;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702311;12702311;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;12;9;0;21;4;3;0;7;28;152:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;318;GUAPI;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702315;12702315;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;1;0;0;1;0;0;0;0;1;96:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;807;TIMBIO;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2702352;12702352;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;9;13;0;22;2;0;0;2;24;140:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;256;EL TAMBO;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702366;12702366;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;0;6;0;6;0;2;0;2;8;128:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;100;BOLÍVAR;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702370;12702370;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;11;7;0;18;0;1;0;1;19;176:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702372;12702372;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;3;3;0;6;1;1;0;2;8;136:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;256;EL TAMBO;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702377;12702377;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;11;6;0;17;0;0;0;0;17;128:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;110;BUENOS AIRES;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702381;12702381;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;4;2;0;6;1;3;0;4;10;176:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;130;CAJIBIO;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702389;12702389;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;5;9;0;14;0;3;0;3;17;164:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;137;CALDONO;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702390;12702390;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;0;2;0;2;0;0;0;0;2;184:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702391;12702391;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;14;8;0;22;2;2;0;4;26;152:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702393;12702393;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;2;2;0;4;1;1;0;2;6;136:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;130;CAJIBIO;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702394;12702394;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;10;9;0;19;4;1;0;5;24;160:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;698;SANTANDER DE QUILICHAO;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702401;12702401;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;0;1;0;1;0;0;0;0;1;120:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2702404;12702404;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;15;8;0;23;0;0;0;0;23;160:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;256;EL TAMBO;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2703076;12703076;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;8;10;0;18;0;0;0;0;18;160:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;548;PIENDAMÓ;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2703078;12703078;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;20;13;0;33;6;3;0;9;42;120:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;100;BOLÍVAR;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2703079;12703079;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;9;9;0;18;1;1;0;2;20;136:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2703080;12703080;222239;1;CONSERVACION DE RECURSOS NATURALES;PRESENCIAL;TÉCNICO;1;0;24;0;24;0;1;0;1;25;176:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;473;MORALES;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2703081;12703081;222239;1;CONSERVACION DE RECURSOS NATURALES;PRESENCIAL;TÉCNICO;1;10;14;0;24;3;1;0;4;28;112:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;142;CALOTO;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2703082;12703082;222239;1;CONSERVACION DE RECURSOS NATURALES;PRESENCIAL;TÉCNICO;1;9;12;0;21;2;0;0;2;23;160:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;212;CORINTO;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2703083;12703083;222321;1;PROMOTORIA EN MANEJO AMBIENTAL;PRESENCIAL;TÉCNICO;1;6;17;0;23;0;1;0;1;24;264:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;513;PADILLA;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2703084;12703084;222321;1;PROMOTORIA EN MANEJO AMBIENTAL;PRESENCIAL;TÉCNICO;1;13;11;0;24;0;1;0;1;25;120:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;807;TIMBIO;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2703119;12703119;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;PRESENCIAL;TÉCNICO;1;2;14;0;16;1;2;0;3;19;184:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;392;LA SIERRA;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2703130;12703130;222239;1;CONSERVACION DE RECURSOS NATURALES;PRESENCIAL;TÉCNICO;1;3;9;0;12;3;2;0;5;17;144:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;110;BUENOS AIRES;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2703131;12703131;222321;1;PROMOTORIA EN MANEJO AMBIENTAL;PRESENCIAL;TÉCNICO;1;3;12;0;15;3;1;0;4;19;136:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2703134;12703134;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;PRESENCIAL;TÉCNICO;1;0;15;0;15;0;2;0;2;17;192:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2703135;12703135;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;PRESENCIAL;TÉCNICO;1;1;16;0;17;0;4;0;4;21;192:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;548;PIENDAMÓ;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2708556;12708556;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;PRESENCIAL;TÉCNICO;1;0;16;0;16;0;1;0;1;17;160:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2708558;12708558;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;PRESENCIAL;TÉCNICO;1;5;8;0;13;0;3;0;3;16;104:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2708560;12708560;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;PRESENCIAL;TÉCNICO;1;0;2;0;2;0;0;0;0;2;144:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2708561;12708561;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;PRESENCIAL;TÉCNICO;1;1;13;0;14;0;1;0;1;15;224:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;622;ROSAS;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2708562;12708562;134102;1;EMPRENDIMIENTO Y FOMENTO EMPRESARIAL;PRESENCIAL;TÉCNICO;1;10;4;0;14;1;0;0;1;15;168:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;130;CAJIBIO;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2708573;12708573;222239;1;CONSERVACION DE RECURSOS NATURALES;PRESENCIAL;TÉCNICO;1;7;7;0;14;1;0;0;1;15;136:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;256;EL TAMBO;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2708576;12708576;222239;1;CONSERVACION DE RECURSOS NATURALES;PRESENCIAL;TÉCNICO;1;9;6;0;15;0;1;0;1;16;144:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;256;EL TAMBO;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2708631;12708631;222239;1;CONSERVACION DE RECURSOS NATURALES;PRESENCIAL;TÉCNICO;1;5;8;0;13;0;3;0;3;16;136:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;473;MORALES;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2708632;12708632;222239;1;CONSERVACION DE RECURSOS NATURALES;PRESENCIAL;TÉCNICO;1;6;9;0;15;1;1;0;2;17;184:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;532;PATIA (EL BORDO);0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2708637;12708637;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;6;5;0;11;1;3;0;4;15;112:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2708643;12708643;222239;1;CONSERVACION DE RECURSOS NATURALES;PRESENCIAL;TÉCNICO;1;4;11;0;15;2;3;0;5;20;152:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2708644;12708644;222239;1;CONSERVACION DE RECURSOS NATURALES;PRESENCIAL;TÉCNICO;1;7;5;0;12;1;1;0;2;14;200:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;548;PIENDAMÓ;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2708655;12708655;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;0;24;0;24;0;2;0;2;26;136:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;698;SANTANDER DE QUILICHAO;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;2708710;12708710;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;8;5;0;13;1;0;0;1;14;104:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2708712;12708712;228122;1;PROGRAMACION DE APLICACIONES Y SERVICIOS PARA LA NUBE;PRESENCIAL;TÉCNICO;1;0;17;0;17;0;2;0;2;19;200:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2708717;12708717;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;0;24;0;24;0;1;0;1;25;136:05:00
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;57;COLOMBIA;19;CAUCA;1;POPAYÁN;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;2708718;12708718;233101;1;SISTEMAS.;PRESENCIAL;TÉCNICO;1;2;8;0;10;0;0;0;0;10;140:05:00
