CODIGO_REGIONAL;REGIONAL;CODIGO_CENTRO;CENTRO;CODIGO_PROGRAMA;VERSION_PROGRAMA;PROGRAMA;NIVEL_FORMACION;DURACION_MAXIMA;DURACION_ETAPA_LECTIVA;DURACION_ETAPA_PRODUCTIVA;FICHA;FECHA_INICIO_FICHA;FECHA_FIN_FICHA;CUPO;ESTADO_FICHA;TIPO_RESPUESTA;PROGRAMA_ESPECIAL;CODIGO_CONVENIO;AMPLIACION_COBERTURA;CONVENIO;TIPO_DOCUMENTO_EMPRESA;NUMERO_DOCUMENTO_EMPRESA;EMPRESA;EN_TRANSITO;INDUCCION;FORMACION;CONDICIONADO;APLAZADO;RETIRO_VOLUNTARIO;CANCELAMIENTO_VIRT_COMP;DESERCION_VIRT_COMP;CANCELADO;POR_CERTIFICAR;CERTIFICADO;TRASLADADO;OTRO
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2745964;2023-04-12 00:00:00.0;2023-05-31 00:00:00.0;42;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;20;0;16;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2750211;2023-04-20 00:00:00.0;2023-05-28 00:00:00.0;39;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;0;0;31;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2756925;2023-05-06 00:00:00.0;2023-06-30 00:00:00.0;21;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;0;0;19;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2762092;2023-05-08 00:00:00.0;2023-06-17 00:00:00.0;40;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;3;0;24;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2765923;2023-05-12 00:00:00.0;2023-06-29 00:00:00.0;40;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;15;0;20;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2768939;2023-05-20 00:00:00.0;2023-07-22 00:00:00.0;28;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;13;0;9;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2770093;2023-05-19 00:00:00.0;2023-06-17 00:00:00.0;31;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;7;0;15;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2782771;2023-06-06 00:00:00.0;2023-06-28 00:00:00.0;32;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;9;0;11;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2789203;2023-06-18 00:00:00.0;2023-08-14 00:00:00.0;24;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;12;0;7;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2789542;2023-06-20 00:00:00.0;2023-08-20 00:00:00.0;32;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;10;0;10;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2790541;2023-06-22 00:00:00.0;2023-08-15 00:00:00.0;37;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;13;0;15;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2798719;2023-07-07 00:00:00.0;2023-07-28 00:00:00.0;35;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;12;0;16;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2800448;2023-07-12 00:00:00.0;2023-08-03 00:00:00.0;35;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;12;0;15;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2814037;2023-08-02 00:00:00.0;2023-08-31 00:00:00.0;35;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;15;0;16;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2820831;2023-08-11 00:00:00.0;2023-09-15 00:00:00.0;49;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;6;0;29;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2829245;2023-08-17 00:00:00.0;2023-09-12 00:00:00.0;33;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;1;0;26;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2831525;2023-08-25 00:00:00.0;2023-09-12 00:00:00.0;26;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;17;0;8;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2864919;2023-10-14 00:00:00.0;2023-10-29 00:00:00.0;45;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;19;0;18;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2865329;2023-10-17 00:00:00.0;2023-12-03 00:00:00.0;35;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;6;0;26;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2867371;2023-10-20 00:00:00.0;2023-11-25 00:00:00.0;22;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;0;0;20;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2868720;2023-10-25 00:00:00.0;2023-12-02 00:00:00.0;44;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;16;0;21;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2870875;2023-10-26 00:00:00.0;2023-11-12 00:00:00.0;40;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;15;0;17;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2872621;2023-11-02 00:00:00.0;2023-11-24 00:00:00.0;39;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;2;0;35;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2875070;2023-11-01 00:00:00.0;2023-11-25 00:00:00.0;32;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;11;0;14;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2897893;2023-12-04 00:00:00.0;2023-12-15 00:00:00.0;37;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;4;0;19;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2908052;2024-02-10 00:00:00.0;2024-03-24 00:00:00.0;44;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;20;0;18;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2909061;2024-02-09 00:00:00.0;2024-02-28 00:00:00.0;22;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;0;0;20;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2918422;2024-02-21 00:00:00.0;2024-03-30 00:00:00.0;52;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;14;0;22;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2941952;2024-03-11 00:00:00.0;2024-03-27 00:00:00.0;45;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;19;0;16;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2941968;2024-03-09 00:00:00.0;2024-03-30 00:00:00.0;45;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;11;0;17;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2956387;2024-04-05 00:00:00.0;2024-05-16 00:00:00.0;34;En ejecucion;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;28;0;0;0;0;0;0;0;0;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2958874;2024-04-06 00:00:00.0;2024-04-30 00:00:00.0;42;Terminada por fecha;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;28;0;0;0;0;0;0;0;0;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;21330020;1;DISEÑO Y MONTAJE DE SISTEMAS SOLARES FOTOVOLTAICOS BASICOS;CURSO ESPECIAL;80;0;0;2961866;2024-04-11 00:00:00.0;2024-04-30 00:00:00.0;20;Terminada por fecha;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;1;0;0;0;0;0;0;19;0;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;22520108;1;DISEÑO Y PLANOS EN AUTOCAD 2D.;CURSO ESPECIAL;48;0;0;2714015;2023-03-01 00:00:00.0;2023-04-25 00:00:00.0;20;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;3;0;13;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;22520108;1;DISEÑO Y PLANOS EN AUTOCAD 2D.;CURSO ESPECIAL;48;0;0;2762227;2023-05-09 00:00:00.0;2023-06-14 00:00:00.0;26;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;0;0;26;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;22520108;1;DISEÑO Y PLANOS EN AUTOCAD 2D.;CURSO ESPECIAL;48;0;0;2834999;2023-09-06 00:00:00.0;2023-10-07 00:00:00.0;20;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;1;0;13;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;22520108;1;DISEÑO Y PLANOS EN AUTOCAD 2D.;CURSO ESPECIAL;48;0;0;2939740;2024-03-11 00:00:00.0;2024-03-27 00:00:00.0;22;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;0;0;22;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;83240115;1;DOMOTICA E INMOTICA PARA VIVIENDA Y EDIFICIOS;CURSO ESPECIAL;48;0;0;2909434;2024-02-10 00:00:00.0;2024-04-06 00:00:00.0;30;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;5;0;21;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;83240115;1;DOMOTICA E INMOTICA PARA VIVIENDA Y EDIFICIOS;CURSO ESPECIAL;48;0;0;2909445;2024-02-12 00:00:00.0;2024-03-05 00:00:00.0;30;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;3;0;25;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;52450037;1;DRAPEADO;CURSO ESPECIAL;40;0;0;2699583;2023-02-13 00:00:00.0;2023-02-24 00:00:00.0;30;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;0;0;30;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;52450037;1;DRAPEADO;CURSO ESPECIAL;40;0;0;2703327;2023-02-23 00:00:00.0;2023-03-01 00:00:00.0;27;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;0;0;20;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;93710062;2;EFECTOS ESPECIALES EN ESTAMPADO TEXTIL;CURSO ESPECIAL;60;0;0;2706875;2023-02-22 00:00:00.0;2023-02-28 00:00:00.0;26;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;3;0;15;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;93710062;2;EFECTOS ESPECIALES EN ESTAMPADO TEXTIL;CURSO ESPECIAL;60;0;0;2728987;2023-03-22 00:00:00.0;2023-03-29 00:00:00.0;26;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;5;0;14;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;93710062;2;EFECTOS ESPECIALES EN ESTAMPADO TEXTIL;CURSO ESPECIAL;60;0;0;2748516;2023-04-15 00:00:00.0;2023-04-27 00:00:00.0;28;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;1;0;22;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;93710062;2;EFECTOS ESPECIALES EN ESTAMPADO TEXTIL;CURSO ESPECIAL;60;0;0;2761132;2023-05-19 00:00:00.0;2023-06-07 00:00:00.0;25;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;0;0;20;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;93710062;2;EFECTOS ESPECIALES EN ESTAMPADO TEXTIL;CURSO ESPECIAL;60;0;0;2762737;2023-05-19 00:00:00.0;2023-06-07 00:00:00.0;25;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;0;0;18;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;93710062;2;EFECTOS ESPECIALES EN ESTAMPADO TEXTIL;CURSO ESPECIAL;60;0;0;2788085;2023-06-24 00:00:00.0;2023-07-05 00:00:00.0;28;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;8;0;18;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;93710062;2;EFECTOS ESPECIALES EN ESTAMPADO TEXTIL;CURSO ESPECIAL;60;0;0;2804665;2023-07-21 00:00:00.0;2023-08-16 00:00:00.0;27;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;2;0;18;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;93710062;2;EFECTOS ESPECIALES EN ESTAMPADO TEXTIL;CURSO ESPECIAL;60;0;0;2809637;2023-08-11 00:00:00.0;2023-08-24 00:00:00.0;30;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;6;0;24;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;93710062;2;EFECTOS ESPECIALES EN ESTAMPADO TEXTIL;CURSO ESPECIAL;60;0;0;2832330;2023-09-06 00:00:00.0;2023-09-12 00:00:00.0;30;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;7;0;15;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;93710062;2;EFECTOS ESPECIALES EN ESTAMPADO TEXTIL;CURSO ESPECIAL;60;0;0;2849849;2023-09-22 00:00:00.0;2023-09-30 00:00:00.0;27;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;1;0;16;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;93710062;2;EFECTOS ESPECIALES EN ESTAMPADO TEXTIL;CURSO ESPECIAL;60;0;0;2873129;2023-11-01 00:00:00.0;2023-11-10 00:00:00.0;30;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;7;0;17;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;93710062;2;EFECTOS ESPECIALES EN ESTAMPADO TEXTIL;CURSO ESPECIAL;60;0;0;2895498;2023-11-11 00:00:00.0;2023-11-29 00:00:00.0;25;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;3;0;16;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;93710062;2;EFECTOS ESPECIALES EN ESTAMPADO TEXTIL;CURSO ESPECIAL;60;0;0;2899506;2023-12-05 00:00:00.0;2023-12-16 00:00:00.0;25;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;0;0;10;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;93710062;2;EFECTOS ESPECIALES EN ESTAMPADO TEXTIL;CURSO ESPECIAL;60;0;0;2951702;2024-03-23 00:00:00.0;2024-04-02 00:00:00.0;21;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;0;0;18;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;93710062;2;EFECTOS ESPECIALES EN ESTAMPADO TEXTIL;CURSO ESPECIAL;60;0;0;2964658;2024-04-16 00:00:00.0;2024-04-25 00:00:00.0;25;Terminada por fecha;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;20;0;0;0;0;0;0;0;0;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;93710062;2;EFECTOS ESPECIALES EN ESTAMPADO TEXTIL;CURSO ESPECIAL;60;0;0;2979590;2024-05-03 00:00:00.0;2024-05-11 00:00:00.0;32;En ejecucion;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;26;0;0;0;0;0;0;0;0;0;0;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;66330105;1;EJECUCION DE OPERACIONES PARA EL MANEJO INTEGRAL DE RESIDUOS SOLIDOS;CURSO ESPECIAL;40;0;0;2742081;2023-04-10 00:00:00.0;2023-04-20 00:00:00.0;22;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;2;0;20;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;66330105;1;EJECUCION DE OPERACIONES PARA EL MANEJO INTEGRAL DE RESIDUOS SOLIDOS;CURSO ESPECIAL;40;0;0;2784885;2023-06-09 00:00:00.0;2023-06-16 00:00:00.0;21;Terminada;CERRADA;;8722;NO;CONVENIO INTERADMINISTRATIVO 001-2022 CELEBRADO ENTRE EL SERVICIO NACIONAL DE APRENDIZAJE - SENA Y EL INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC;;;;0;0;0;0;0;0;0;0;6;0;9;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;66330105;1;EJECUCION DE OPERACIONES PARA EL MANEJO INTEGRAL DE RESIDUOS SOLIDOS;CURSO ESPECIAL;40;0;0;2788631;2023-06-19 00:00:00.0;2023-06-23 00:00:00.0;31;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;0;0;29;0;0
19;REGIONAL CAUCA;9221;CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL;66330105;1;EJECUCION DE OPERACIONES PARA EL MANEJO INTEGRAL DE RESIDUOS SOLIDOS;CURSO ESPECIAL;40;0;0;2792855;2023-06-26 00:00:00.0;2023-06-30 00:00:00.0;29;Terminada;CERRADA;ATENCION A INSTITUCIONES;0;;;;;;0;0;0;0;0;0;0;0;11;0;13;0;0
